date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours
2024-06-05,Lahore,17.4,63,22.3,6,High,4.68
2024-06-06,Quetta,18.9,38,26.61,2,High,1.99
2024-06-07,Lahore,31.9,51,18.35,2,High,1.63
2024-06-08,Peshawar,33.6,42,24.18,5,Middle,2.55
2024-06-09,Lahore,18.9,54,23.87,2,Low,0.2
2024-06-10,Quetta,36.3,77,10.66,6,Low,2.94
2024-06-11,Lahore,26.6,47,34.09,6,Low,1.36
2024-06-12,Peshawar,31.0,80,29.74,6,Low,0.61
2024-06-13,Karachi,41.3,41,19.62,3,High,2.54
2024-06-14,Quetta,36.3,69,15.39,6,Middle,2.43
2024-06-15,Karachi,28.1,46,24.09,6,Middle,2.8
2024-06-16,Karachi,23.8,44,22.52,3,Middle,0.18
2024-06-17,Karachi,14.9,71,24.13,7,High,5.23
2024-06-18,Islamabad,25.0,44,23.15,4,Middle,4.81
2024-06-19,Islamabad,28.5,44,25.04,2,High,0.66
2024-06-20,Karachi,23.1,84,30.68,6,Middle,0.1
2024-06-21,Quetta,29.1,68,25.41,2,Low,0.27
2024-06-22,Peshawar,30.5,42,15.7,5,High,7.41
2024-06-23,Peshawar,28.4,46,30.18,2,Middle,1.24
2024-06-24,Lahore,25.4,61,31.84,8,Low,0.66
2024-06-25,Quetta,31.2,38,40.91,7,Low,0.51
2024-06-26,Islamabad,33.1,69,15.26,3,Low,0.45
2024-06-27,Karachi,22.4,49,23.46,2,High,1.64
2024-06-28,Lahore,39.9,55,9.51,2,High,0.82
2024-06-29,Peshawar,29.3,56,25.32,2,Middle,5.05
2024-06-30,Islamabad,30.1,50,18.71,4,Low,1.73
2024-07-01,Islamabad,35.0,47,33.54,4,Middle,2.36
2024-07-02,Karachi,31.6,42,17.35,5,Middle,0.52
2024-07-03,Peshawar,36.7,45,11.86,3,Low,0.12
2024-07-04,Quetta,32.0,38,19.17,2,Middle,1.0
2024-07-05,Islamabad,25.7,41,10.15,2,High,0.57
2024-07-06,Karachi,32.5,73,26.51,2,Middle,0.34
2024-07-07,Quetta,22.0,67,9.61,2,Low,4.58
2024-07-08,Peshawar,30.8,48,22.17,4,High,0.88
2024-07-09,Islamabad,29.8,89,9.53,7,High,0.29
2024-07-10,Quetta,28.5,36,20.08,7,Middle,0.33
2024-07-11,Quetta,29.1,86,31.86,5,Middle,0.49
2024-07-12,Quetta,16.8,64,24.16,8,High,10.93
2024-07-13,Islamabad,26.2,77,16.82,6,Middle,0.47
2024-07-14,Islamabad,30.6,47,21.81,3,Low,0.6
2024-07-15,Lahore,31.1,45,22.11,7,Middle,1.62
2024-07-16,Peshawar,22.8,84,24.84,8,Middle,0.52
2024-07-17,Karachi,38.9,68,13.8,2,High,0.36
2024-07-18,Quetta,23.9,33,25.56,7,Middle,0.26
2024-07-19,Lahore,36.8,88,5.77,5,Middle,0.56
2024-07-20,Karachi,33.0,54,18.22,6,Middle,0.17
2024-07-21,Lahore,25.5,61,19.07,7,Low,0.03
2024-07-22,Islamabad,42.4,69,25.8,5,Middle,2.45
2024-07-23,Quetta,21.6,42,22.14,4,Low,0.22
2024-07-24,Karachi,36.4,74,13.57,6,Low,2.24
2024-07-25,Karachi,37.0,46,16.09,5,Low,2.4
2024-07-26,Karachi,25.3,78,23.19,8,Low,1.16
2024-07-27,Karachi,39.7,66,21.53,7,High,0.56
2024-07-28,Karachi,28.2,35,18.53,4,Low,0.24
2024-07-29,Lahore,32.0,48,19.11,8,Middle,2.0
2024-07-30,Quetta,31.8,42,26.18,5,Low,1.38
2024-07-31,Islamabad,29.1,86,18.89,5,Middle,1.6
2024-08-01,Islamabad,35.7,89,21.47,8,Low,0.01
2024-08-02,Islamabad,35.6,55,35.02,7,High,3.94
2024-08-03,Islamabad,17.8,43,13.46,6,Low,0.1
2024-08-04,Lahore,39.1,60,10.89,4,Low,0.69
2024-08-05,Peshawar,18.4,83,26.7,2,High,0.77
2024-08-06,Quetta,37.2,33,17.93,3,Low,0.0
2024-08-07,Karachi,37.9,89,20.09,6,Middle,1.03
2024-08-08,Peshawar,22.4,68,17.31,4,Low,2.1
2024-08-09,Islamabad,27.1,37,20.44,8,Low,2.6
2024-08-10,Peshawar,22.3,54,31.59,5,Low,3.17
2024-08-11,Quetta,28.5,42,26.81,8,High,1.0
2024-08-12,Karachi,27.8,61,27.17,4,Low,1.49
2024-08-13,Karachi,35.5,88,13.5,8,Low,0.12
2024-08-14,Quetta,39.2,67,15.09,8,Middle,1.0
2024-08-15,Quetta,39.8,67,4.97,3,Low,0.25
2024-08-16,Islamabad,26.1,85,17.14,7,Low,0.69
2024-08-17,Karachi,28.5,57,27.74,3,Low,0.6
2024-08-18,Peshawar,18.2,82,25.1,2,Low,0.83
2024-08-19,Lahore,24.4,59,20.67,2,Middle,1.27
2024-08-20,Lahore,36.8,32,21.87,3,Middle,3.5
2024-08-21,Quetta,41.3,57,17.87,6,High,0.75
2024-08-22,Islamabad,21.4,32,23.23,6,Low,5.96
2024-08-23,Lahore,25.9,74,26.6,8,High,2.13
2024-08-24,Karachi,29.8,83,12.3,8,High,1.07
2024-08-25,Quetta,32.0,63,23.8,5,Low,1.55
2024-08-26,Peshawar,24.3,45,27.59,2,Middle,0.16
2024-08-27,Quetta,33.0,51,19.51,5,Middle,2.79
2024-08-28,Peshawar,26.7,61,26.2,2,Low,1.31
2024-08-29,Quetta,29.9,67,38.89,3,Low,6.41
2024-08-30,Quetta,33.8,37,21.37,6,Middle,1.52
2024-08-31,Quetta,30.0,84,24.36,8,Low,2.69
2024-09-01,Peshawar,26.9,37,17.57,6,Low,2.41
2024-09-02,Peshawar,29.2,86,23.09,3,Low,0.64
2024-09-03,Quetta,29.4,35,24.76,5,Middle,0.45
2024-09-04,Lahore,27.4,43,23.17,5,High,0.84
2024-09-05,Islamabad,28.2,61,15.88,4,High,0.94
2024-09-06,Islamabad,41.2,64,23.24,8,Low,0.41
2024-09-07,Islamabad,33.9,39,30.77,8,Middle,3.37
2024-09-08,Peshawar,27.9,32,24.69,8,Low,1.17
2024-09-09,Peshawar,34.9,88,27.77,2,Middle,5.76
2024-09-10,Lahore,27.7,41,20.58,5,Low,2.49
2024-09-11,Islamabad,38.2,78,26.5,3,Middle,1.22
2024-09-12,Islamabad,32.6,88,23.68,5,Middle,4.41
2024-09-13,Quetta,29.2,60,16.29,6,High,1.05
2024-09-14,Peshawar,33.1,58,23.91,2,Low,3.27
2024-09-15,Islamabad,19.0,34,16.05,8,High,0.67
2024-09-16,Lahore,22.1,81,18.2,7,High,0.71
2024-09-17,Lahore,21.6,54,23.14,4,Middle,0.81
2024-09-18,Islamabad,31.0,70,23.78,2,Low,1.19
2024-09-19,Peshawar,42.1,60,14.86,6,Middle,1.21
2024-09-20,Lahore,45.6,50,28.32,8,Middle,1.03
2024-09-21,Quetta,34.5,87,25.43,6,Middle,0.55
2024-09-22,Lahore,33.5,49,17.77,6,Low,3.93
2024-09-23,Karachi,17.4,68,12.77,8,Low,1.33
2024-09-24,Karachi,26.2,51,21.13,6,Middle,0.79
2024-09-25,Peshawar,24.5,33,19.32,3,Low,1.58
2024-09-26,Islamabad,25.7,42,22.68,4,Middle,2.19
2024-09-27,Peshawar,28.8,74,19.82,7,Low,4.86
2024-09-28,Peshawar,26.7,71,9.96,6,Low,1.04
2024-09-29,Peshawar,16.1,79,19.67,6,High,0.18
2024-09-30,Peshawar,35.2,78,20.17,5,Middle,0.87
2024-10-01,Quetta,22.5,49,25.8,4,High,0.98
2024-10-02,Quetta,31.7,81,17.81,2,High,3.41
2024-10-03,Lahore,44.5,42,32.07,4,Middle,0.75
2024-10-04,Karachi,23.6,46,10.53,4,Middle,4.6
2024-10-05,Peshawar,12.3,83,29.87,8,Low,1.0
2024-10-06,Lahore,28.0,65,20.65,8,Middle,5.46
2024-10-07,Karachi,37.7,62,27.16,8,High,0.01
2024-10-08,Islamabad,43.7,30,22.48,7,High,3.44
2024-10-09,Quetta,21.4,44,28.84,4,Middle,4.01
2024-10-10,Karachi,33.5,42,19.68,7,High,4.87
2024-10-11,Islamabad,26.7,46,15.41,6,Low,0.02
2024-10-12,Karachi,29.3,53,30.52,8,High,0.28
2024-10-13,Quetta,48.5,87,21.32,6,Low,1.59
2024-10-14,Quetta,19.5,37,23.33,8,High,0.04
2024-10-15,Lahore,31.8,79,29.41,3,Low,0.1
2024-10-16,Peshawar,33.3,56,15.81,7,Low,0.37
2024-10-17,Karachi,37.6,74,25.57,7,Middle,1.08
2024-10-18,Karachi,30.7,52,18.46,2,Low,1.18
2024-10-19,Islamabad,32.2,75,21.21,5,Middle,0.05
2024-10-20,Quetta,27.3,37,22.43,4,High,0.28
2024-10-21,Karachi,31.9,37,13.0,2,High,1.04
2024-10-22,Quetta,27.6,88,17.33,7,High,1.35
2024-10-23,Karachi,34.4,55,30.11,2,Low,0.24
2024-10-24,Lahore,27.4,76,27.32,3,High,0.76
2024-10-25,Peshawar,32.6,88,21.62,5,High,3.52
2024-10-26,Karachi,29.8,42,23.46,7,Middle,10.22
2024-10-27,Quetta,37.9,68,20.23,7,Middle,6.54
2024-10-28,Lahore,29.6,66,30.14,4,High,3.2
2024-10-29,Karachi,17.6,78,20.8,8,High,0.75
2024-10-30,Islamabad,38.8,57,23.39,5,Low,1.74
2024-10-31,Peshawar,23.7,54,28.88,3,Low,0.81
2024-11-01,Karachi,25.4,45,17.34,6,High,1.57
2024-11-02,Lahore,25.8,84,31.35,2,Middle,0.56
2024-11-03,Islamabad,39.6,31,12.82,4,High,1.4
2024-11-04,Lahore,15.1,83,31.78,7,Low,1.11
2024-11-05,Lahore,52.0,47,19.76,6,Middle,0.04
2024-11-06,Islamabad,37.4,46,20.54,3,Middle,2.35
2024-11-07,Lahore,31.6,59,10.66,5,Low,0.02
2024-11-08,Islamabad,29.6,68,19.27,2,High,0.52
2024-11-09,Karachi,32.0,42,15.76,4,High,0.01
2024-11-10,Islamabad,33.6,61,18.35,7,High,0.71
2024-11-11,Islamabad,34.5,79,21.18,7,Low,0.1
2024-11-12,Peshawar,33.9,58,27.75,6,Middle,3.67
2024-11-13,Islamabad,30.6,75,23.25,6,Low,0.81
2024-11-14,Islamabad,28.6,59,23.85,2,High,0.92
2024-11-15,Karachi,28.9,47,15.43,5,Low,0.65
2024-11-16,Peshawar,28.6,42,16.72,3,Middle,1.48
2024-11-17,Quetta,37.9,72,32.79,8,Low,2.3
2024-11-18,Karachi,34.2,50,17.59,5,High,1.57
2024-11-19,Karachi,9.4,59,31.94,5,Middle,2.07
2024-11-20,Quetta,34.6,50,20.54,5,Low,3.55
2024-11-21,Islamabad,31.4,77,22.01,8,Low,2.99
2024-11-22,Lahore,29.9,84,28.42,2,Middle,1.68
2024-11-23,Peshawar,27.3,46,29.63,8,Middle,0.36
2024-11-24,Lahore,37.9,69,21.34,2,High,1.52
2024-11-25,Quetta,36.6,48,19.67,8,Middle,1.06
2024-11-26,Karachi,24.6,81,21.66,3,High,1.89
2024-11-27,Karachi,32.8,44,24.03,5,Low,2.68
2024-11-28,Peshawar,23.2,38,27.35,2,High,2.04
2024-11-29,Karachi,20.3,81,22.03,8,Low,2.81
2024-11-30,Karachi,25.6,39,25.71,3,Middle,0.1
2024-12-01,Peshawar,36.0,73,31.83,8,Low,0.05
2024-12-02,Peshawar,36.7,60,24.29,7,Middle,0.45
2024-12-03,Quetta,33.6,82,23.87,3,Low,3.46
2024-12-04,Karachi,35.1,52,12.89,5,Low,2.6
2024-12-05,Karachi,33.6,81,6.22,4,Low,1.72
2024-12-06,Quetta,25.5,59,24.33,5,Low,1.81
2024-12-07,Islamabad,33.0,62,21.43,4,High,1.95
2024-12-08,Islamabad,35.6,86,18.91,3,Low,4.29
2024-12-09,Islamabad,35.3,81,23.46,7,High,2.68
2024-12-10,Quetta,38.3,38,21.64,7,Middle,1.46
2024-12-11,Karachi,35.0,83,28.77,2,Middle,1.64
2024-12-12,Quetta,32.5,76,22.52,7,High,0.36
2024-12-13,Quetta,37.5,30,17.52,6,Middle,1.61
2024-12-14,Islamabad,29.8,73,27.94,3,Middle,0.83
2024-12-15,Lahore,23.8,64,20.7,2,Low,0.25
2024-12-16,Karachi,28.9,40,25.16,7,Low,2.46
2024-12-17,Islamabad,24.8,63,19.14,3,Low,1.07
2024-12-18,Lahore,25.3,45,18.1,5,High,5.69
2024-12-19,Lahore,29.0,38,22.51,7,High,0.5
2024-12-20,Peshawar,24.5,61,22.08,8,Middle,0.98
2024-12-21,Karachi,27.8,44,24.88,4,Low,0.89
2024-12-22,Lahore,16.7,41,20.39,3,High,0.19
2024-12-23,Islamabad,31.5,62,10.98,2,High,0.83
2024-12-24,Peshawar,30.0,74,19.4,5,Low,0.51
2024-12-25,Karachi,24.3,43,26.76,6,High,0.26
2024-12-26,Quetta,34.6,86,20.22,5,Low,0.5
2024-12-27,Islamabad,36.6,86,20.52,7,Middle,0.4
2024-12-28,Lahore,18.7,37,27.92,4,Middle,1.99
2024-12-29,Lahore,24.7,37,17.73,5,Middle,0.05
2024-12-30,Islamabad,24.6,56,12.74,6,Low,1.44
2024-12-31,Lahore,23.4,41,21.04,8,High,2.14
2025-01-01,Peshawar,35.8,30,19.09,2,Middle,0.98
2025-01-02,Karachi,28.6,72,16.2,3,Middle,4.02
2025-01-03,Peshawar,28.1,69,20.95,4,Middle,1.85
2025-01-04,Lahore,16.0,71,24.95,6,High,2.07
2025-01-05,Quetta,34.4,80,21.94,7,High,0.33
2025-01-06,Karachi,21.3,40,23.84,7,Low,2.25
2025-01-07,Karachi,30.4,68,32.88,7,Middle,2.68
2025-01-08,Islamabad,31.9,72,19.94,4,High,0.67
2025-01-09,Islamabad,39.5,60,23.67,5,Low,0.36
2025-01-10,Quetta,20.8,46,18.94,4,Middle,0.73
2025-01-11,Karachi,8.9,62,16.92,7,High,2.02
2025-01-12,Quetta,31.3,61,18.49,8,High,0.81
2025-01-13,Islamabad,42.6,87,19.13,6,Low,2.0
2025-01-14,Islamabad,38.7,58,24.16,3,Middle,0.18
2025-01-15,Karachi,31.5,50,36.09,3,Middle,2.46
2025-01-16,Peshawar,26.6,50,17.7,4,High,0.44
2025-01-17,Lahore,35.6,69,19.5,7,Middle,0.43
2025-01-18,Islamabad,23.2,52,21.62,2,Low,1.34
2025-01-19,Islamabad,33.3,85,24.37,8,High,0.11
2025-01-20,Peshawar,33.5,35,23.58,4,High,0.04
2025-01-21,Peshawar,37.4,51,29.7,7,Low,0.45
2025-01-22,Quetta,49.3,79,7.44,5,High,1.16
2025-01-23,Quetta,32.7,67,7.68,3,Middle,3.57
2025-01-24,Lahore,26.4,66,19.02,3,Middle,2.81
2025-01-25,Lahore,29.8,74,28.58,8,High,1.01
2025-01-26,Karachi,17.6,80,12.61,3,Low,0.06
2025-01-27,Quetta,25.1,83,3.95,2,Low,1.15
2025-01-28,Islamabad,27.1,37,25.43,7,Middle,1.83
2025-01-29,Quetta,26.3,70,23.46,7,Low,0.62
2025-01-30,Islamabad,31.1,78,15.46,8,High,0.18
2025-01-31,Peshawar,24.2,64,16.09,7,High,0.49
2025-02-01,Quetta,37.8,80,16.18,8,Middle,2.21
2025-02-02,Peshawar,30.0,40,22.66,7,Middle,0.65
2025-02-03,Lahore,29.9,53,18.24,2,Middle,2.51
2025-02-04,Lahore,27.7,78,24.96,6,Low,0.58
2025-02-05,Karachi,31.1,50,4.87,4,High,0.27
2025-02-06,Quetta,35.8,80,16.86,4,High,0.86
2025-02-07,Peshawar,23.9,31,15.24,7,High,0.9
2025-02-08,Islamabad,25.4,69,20.46,5,Middle,0.02
2025-02-09,Lahore,27.9,48,18.77,3,High,0.19
2025-02-10,Lahore,20.6,68,26.79,2,Low,0.31
2025-02-11,Islamabad,24.3,57,10.84,5,Low,0.18
2025-02-12,Peshawar,26.7,88,22.27,5,High,0.63
2025-02-13,Peshawar,36.1,46,25.35,7,Middle,5.01
2025-02-14,Quetta,31.8,35,33.14,2,High,1.07
2025-02-15,Quetta,31.4,48,19.11,4,Low,1.48
2025-02-16,Karachi,36.0,85,23.95,3,Low,0.66
2025-02-17,Lahore,29.0,67,11.18,4,Low,0.59
2025-02-18,Quetta,32.7,57,7.65,5,High,0.04
2025-02-19,Peshawar,29.3,31,27.07,3,Low,1.04
2025-02-20,Islamabad,31.9,67,21.97,6,Middle,0.99
2025-02-21,Peshawar,25.9,84,29.07,5,High,0.26
2025-02-22,Lahore,12.9,66,13.76,4,High,2.17
2025-02-23,Peshawar,29.1,80,25.12,4,Low,1.02
2025-02-24,Karachi,40.0,81,33.21,7,Low,0.62
2025-02-25,Lahore,36.5,33,24.52,4,Middle,0.24
2025-02-26,Islamabad,36.8,51,23.66,2,High,1.2
2025-02-27,Karachi,38.7,55,22.05,5,Low,2.1
2025-02-28,Lahore,30.6,78,12.57,8,Middle,0.5
2025-03-01,Islamabad,31.4,72,30.13,8,Low,0.37
2025-03-02,Karachi,25.7,65,18.33,3,High,1.11
2025-03-03,Karachi,27.8,87,25.03,4,Low,0.25
2025-03-04,Lahore,34.3,42,12.62,7,High,1.65
2025-03-05,Quetta,38.4,81,14.92,7,Low,1.39
2025-03-06,Karachi,29.0,87,30.61,4,High,0.14
2025-03-07,Karachi,26.8,61,19.92,2,Middle,0.06
2025-03-08,Islamabad,30.0,46,30.72,7,High,1.45
2025-03-09,Peshawar,34.2,70,21.53,8,Middle,0.52
2025-03-10,Lahore,19.9,65,10.95,3,High,0.14
2025-03-11,Lahore,13.9,84,27.35,5,Middle,2.14
2025-03-12,Quetta,26.1,89,18.46,6,Low,0.57
2025-03-13,Quetta,21.5,75,26.19,2,High,0.92
2025-03-14,Lahore,26.4,48,22.15,7,Low,0.41
2025-03-15,Quetta,29.0,87,12.74,5,Middle,1.48
2025-03-16,Islamabad,26.8,89,22.99,6,High,0.54
2025-03-17,Lahore,40.2,64,35.18,4,High,5.16
2025-03-18,Quetta,32.3,75,24.96,4,Low,1.82
2025-03-19,Lahore,32.1,69,21.65,3,High,0.22
2025-03-20,Peshawar,34.4,85,28.45,6,High,0.81
2025-03-21,Karachi,22.0,88,23.26,4,Low,0.73
2025-03-22,Lahore,37.3,57,23.26,4,High,1.15
2025-03-23,Karachi,29.5,30,15.45,8,Low,2.77
2025-03-24,Quetta,34.7,71,23.4,7,Low,1.31
2025-03-25,Karachi,22.5,47,28.21,3,Low,0.1
2025-03-26,Lahore,19.1,77,16.98,5,Low,1.6
2025-03-27,Peshawar,35.7,69,30.55,4,Low,0.01
2025-03-28,Quetta,32.6,62,21.45,8,Middle,2.27
2025-03-29,Lahore,23.7,41,16.67,2,Middle,1.65
2025-03-30,Quetta,23.9,37,27.99,2,Low,0.55
2025-03-31,Islamabad,37.9,53,20.28,5,Middle,0.52
2025-04-01,Karachi,21.7,45,26.56,6,Middle,2.4
2025-04-02,Islamabad,41.5,79,20.25,3,High,2.29
2025-04-03,Lahore,23.7,33,21.64,8,Low,0.65
2025-04-04,Peshawar,34.5,67,24.96,7,Middle,0.53
2025-04-05,Quetta,27.7,73,23.75,8,High,1.23
2025-04-06,Karachi,34.2,56,10.03,2,High,0.01
2025-04-07,Quetta,26.2,38,15.27,2,Low,0.13
2025-04-08,Lahore,28.9,76,27.58,5,Low,0.2
2025-04-09,Quetta,30.3,45,21.21,6,High,0.31
2025-04-10,Karachi,23.0,85,18.86,6,Low,1.08
2025-04-11,Lahore,35.2,41,13.85,5,Low,7.29
2025-04-12,Quetta,26.4,60,15.52,8,High,1.59
2025-04-13,Peshawar,28.4,53,9.87,2,High,0.09
2025-04-14,Lahore,23.0,84,21.39,8,Low,1.12
2025-04-15,Lahore,12.1,43,18.41,8,Middle,1.03
2025-04-16,Peshawar,28.7,74,16.2,3,Low,0.23
2025-04-17,Islamabad,46.9,54,21.59,2,Middle,3.79
2025-04-18,Karachi,35.5,63,24.18,6,High,0.87
2025-04-19,Islamabad,29.9,32,34.56,7,Middle,7.82
2025-04-20,Quetta,28.2,87,12.93,8,High,0.82
2025-04-21,Peshawar,30.2,53,28.96,2,Low,1.4
2025-04-22,Islamabad,33.8,83,27.84,8,Low,0.17
2025-04-23,Lahore,21.7,71,17.33,3,High,0.91
2025-04-24,Quetta,37.8,38,23.22,4,High,0.41
2025-04-25,Quetta,35.0,55,19.25,2,High,2.71
2025-04-26,Islamabad,35.0,49,23.11,5,Low,2.3
2025-04-27,Islamabad,33.1,69,31.05,4,Low,2.61
2025-04-28,Peshawar,30.1,39,25.63,8,Middle,1.93
2025-04-29,Karachi,34.7,48,25.05,5,High,2.68
2025-04-30,Islamabad,34.1,32,19.42,5,Middle,0.34
2025-05-01,Islamabad,27.5,53,13.1,5,Low,0.9
2025-05-02,Lahore,26.0,34,20.75,2,Middle,1.77
2025-05-03,Quetta,30.7,32,29.24,6,Middle,1.52
2025-05-04,Karachi,40.8,87,12.84,8,Low,1.89
2025-05-05,Lahore,21.3,56,15.67,4,Low,0.38
2025-05-06,Peshawar,19.7,45,22.76,3,High,0.16
2025-05-07,Peshawar,31.2,78,16.09,6,Middle,3.73
2025-05-08,Islamabad,30.4,44,17.24,8,Low,1.23
2025-05-09,Islamabad,31.2,64,19.46,2,Low,0.25
2025-05-10,Peshawar,31.7,41,13.81,5,Middle,2.37
2025-05-11,Islamabad,28.4,70,16.16,3,Low,3.7
2025-05-12,Karachi,40.4,82,26.22,8,High,0.28
2025-05-13,Islamabad,18.8,73,14.16,4,High,2.55
2025-05-14,Quetta,24.2,55,12.41,8,Middle,4.06
2025-05-15,Islamabad,29.3,76,18.22,6,High,4.18
2025-05-16,Lahore,18.5,63,26.39,7,Low,3.68
2025-05-17,Karachi,28.8,52,20.82,6,Low,1.19
2025-05-18,Lahore,41.6,60,19.21,8,Low,0.66
2025-05-19,Lahore,30.1,79,22.27,3,Low,0.01
2025-05-20,Quetta,31.6,49,11.53,8,Middle,0.09
2025-05-21,Karachi,21.2,41,24.97,8,High,0.84
2025-05-22,Karachi,25.7,52,24.3,2,High,0.76
2025-05-23,Karachi,27.4,33,19.54,4,Low,0.31
2025-05-24,Karachi,27.8,52,28.04,3,Middle,0.75
2025-05-25,Karachi,39.0,77,15.24,8,Low,0.29
2025-05-26,Quetta,33.9,84,28.77,5,Low,2.83
2025-05-27,Islamabad,22.2,77,22.93,4,Middle,0.53
2025-05-28,Lahore,31.7,30,19.98,6,Middle,1.37
2025-05-29,Karachi,33.5,83,21.88,3,Low,1.05
2025-05-30,Islamabad,38.0,54,21.36,6,High,0.08
2025-05-31,Islamabad,41.1,31,29.32,8,Low,4.28
2025-06-01,Lahore,22.9,59,15.54,6,High,1.12
2025-06-02,Quetta,24.3,32,17.42,6,High,0.59
2025-06-03,Peshawar,21.2,87,28.22,2,Middle,0.26
2025-06-04,Peshawar,28.4,50,18.43,6,Middle,0.62
2025-06-05,Islamabad,33.3,54,27.4,5,Low,0.03
2025-06-06,Lahore,36.9,49,32.2,5,High,0.68
2025-06-07,Peshawar,29.5,78,19.59,4,High,1.14
2025-06-08,Islamabad,27.8,81,26.09,8,Low,3.08
2025-06-09,Quetta,31.1,51,15.08,7,Low,1.74
2025-06-10,Peshawar,24.2,50,26.53,6,Low,0.18
2025-06-11,Islamabad,44.6,62,23.2,6,Middle,0.24
2025-06-12,Islamabad,18.7,81,24.84,3,Low,0.84
2025-06-13,Karachi,31.3,67,18.13,2,Low,0.33
2025-06-14,Quetta,44.2,44,12.03,7,High,0.04
2025-06-15,Karachi,30.0,87,25.02,4,Low,2.45
2025-06-16,Lahore,28.7,87,9.62,7,High,0.03
2025-06-17,Karachi,27.5,75,20.1,6,High,2.66
2025-06-18,Karachi,28.7,81,27.65,3,Middle,0.23
2025-06-19,Peshawar,39.6,44,23.15,8,Low,5.51
2025-06-20,Islamabad,14.5,75,33.69,2,Low,1.39
2025-06-21,Quetta,40.7,54,28.15,8,High,1.99
2025-06-22,Karachi,20.0,50,18.08,4,Middle,0.18
2025-06-23,Quetta,28.1,53,22.16,7,Middle,2.97
2025-06-24,Karachi,27.0,86,21.72,4,Low,2.74
2025-06-25,Lahore,34.1,87,12.51,6,High,1.59
2025-06-26,Karachi,18.8,34,16.36,4,Low,1.05
2025-06-27,Peshawar,33.2,35,18.64,8,Low,1.92
2025-06-28,Islamabad,44.2,78,9.78,3,Low,0.01
2025-06-29,Lahore,20.5,72,22.28,4,Low,1.35
2025-06-30,Karachi,31.3,77,20.51,5,High,2.82
2025-07-01,Quetta,25.4,73,11.96,3,Middle,0.66
2025-07-02,Lahore,33.0,76,24.43,7,Low,0.17
2025-07-03,Lahore,30.1,52,26.3,2,Low,0.82
2025-07-04,Karachi,25.5,33,23.36,2,Low,1.95
2025-07-05,Lahore,33.4,56,20.06,6,Low,0.17
2025-07-06,Quetta,42.6,47,25.55,6,Middle,0.35
2025-07-07,Lahore,28.7,50,26.08,5,Middle,0.24
2025-07-08,Quetta,35.0,57,23.84,7,Middle,2.39
2025-07-09,Karachi,20.9,64,17.05,8,Middle,0.1
2025-07-10,Islamabad,23.3,51,23.66,2,Low,1.74
2025-07-11,Lahore,33.3,69,29.17,2,High,0.68
2025-07-12,Islamabad,40.4,52,18.42,2,Middle,2.11
2025-07-13,Quetta,32.5,32,34.59,8,Middle,5.0
2025-07-14,Lahore,27.8,69,18.85,2,Low,0.18
2025-07-15,Peshawar,30.0,79,22.19,4,Low,0.57
2025-07-16,Islamabad,21.2,39,17.97,7,Low,2.49
2025-07-17,Lahore,34.2,54,23.34,3,Low,0.46
2025-07-18,Islamabad,36.2,81,11.55,3,High,0.36
2025-07-19,Lahore,26.8,78,18.72,5,High,2.62
2025-07-20,Karachi,26.7,37,15.45,4,Middle,6.52
2025-07-21,Islamabad,31.9,84,22.81,2,High,1.22
2025-07-22,Peshawar,26.9,40,27.97,2,Middle,0.49
2025-07-23,Peshawar,29.5,34,25.88,6,Middle,0.76
2025-07-24,Quetta,44.7,87,7.77,6,High,0.28
2025-07-25,Lahore,28.3,74,34.25,5,Middle,2.15
2025-07-26,Islamabad,27.5,82,23.77,2,Low,2.23
2025-07-27,Quetta,25.5,84,17.34,5,Middle,3.12
2025-07-28,Islamabad,35.2,66,22.94,4,Low,0.04
2025-07-29,Lahore,28.7,85,23.06,3,High,1.24
2025-07-30,Peshawar,25.5,88,18.0,2,High,0.36
2025-07-31,Karachi,39.2,74,23.19,7,Middle,0.63
2025-08-01,Peshawar,39.9,67,18.36,8,Low,2.31
2025-08-02,Quetta,25.8,58,19.57,4,Middle,0.32
2025-08-03,Karachi,16.9,34,17.88,2,High,1.53
2025-08-04,Quetta,37.1,38,13.4,8,Middle,1.59
2025-08-05,Lahore,25.2,88,22.88,7,Middle,4.62
2025-08-06,Karachi,35.5,77,25.51,6,Low,2.24
2025-08-07,Quetta,16.2,31,25.09,5,High,2.44
2025-08-08,Lahore,36.2,30,26.92,6,Middle,1.14
2025-08-09,Peshawar,21.5,69,23.95,3,Low,0.31
2025-08-10,Lahore,35.1,89,18.8,6,Middle,0.83
2025-08-11,Islamabad,30.1,80,27.04,2,Low,1.2
2025-08-12,Lahore,23.3,59,13.85,7,Low,1.7
2025-08-13,Lahore,27.2,40,16.6,6,Middle,1.4
2025-08-14,Islamabad,34.8,57,16.21,2,High,0.75
2025-08-15,Quetta,30.7,73,28.48,3,High,0.46
2025-08-16,Quetta,34.1,41,27.66,8,Low,0.28
2025-08-17,Lahore,43.8,68,24.92,7,High,1.78
2025-08-18,Islamabad,19.1,55,28.43,6,Low,1.56
2025-08-19,Islamabad,41.3,42,16.72,5,High,1.74
2025-08-20,Peshawar,30.7,88,24.09,5,Middle,0.7
2025-08-21,Quetta,23.7,37,21.25,7,High,0.46
2025-08-22,Karachi,20.7,83,27.08,5,Low,2.14
